Mexico,March 2025,Final Consumption (Calculated),Electricity,25294.9173,GWh
Mexico,March 2025,Net Electricity Production,Wind,1972.9206,GWh
Netherlands,March 2025,Net Electricity Production,Electricity,11566.6172,GWh
Netherlands,March 2025,Net Electricity Production,Nuclear,360.538,GWh
Netherlands,March 2025,Net Electricity Production,Hydro,10.853,GWh
Netherlands,March 2025,Net Electricity Production,Total Combustible Fuels,6792.0864,GWh
Netherlands,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",1652.3195,GWh
Netherlands,March 2025,Net Electricity Production,Oil and Petroleum Products,124.6718,GWh
Netherlands,March 2025,Net Electricity Production,Natural Gas,4064.905,GWh
Netherlands,March 2025,Net Electricity Production,Combustible Renewables,788.4698,GWh
Netherlands,March 2025,Net Electricity Production,Other Combustible Non-Renewables,161.7203,GWh
Netherlands,March 2025,Net Electricity Production,Solar,2485.4246,GWh
Netherlands,March 2025,Net Electricity Production,Not Specified,54.5002,GWh
Netherlands,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5147.9623,GWh
Netherlands,March 2025,Total Imports,Electricity,1326.515,GWh
Netherlands,March 2025,Total Exports,Electricity,3164.7503,GWh
Netherlands,March 2025,Distribution Losses,Electricity,378.3614,GWh
Netherlands,March 2025,Final Consumption (Calculated),Electricity,9350.0205,GWh
Netherlands,March 2025,Net Electricity Production,Wind,1863.215,GWh
New Zealand,March 2025,Net Electricity Production,Electricity,3397.2258,GWh
New Zealand,March 2025,Net Electricity Production,Hydro,1479.9047,GWh
New Zealand,March 2025,Net Electricity Production,Total Combustible Fuels,759.3428,GWh
New Zealand,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",262.3285,GWh
New Zealand,March 2025,Net Electricity Production,Oil and Petroleum Products,0.0531,GWh
New Zealand,March 2025,Net Electricity Production,Natural Gas,496.9612,GWh
New Zealand,March 2025,Net Electricity Production,Geothermal,794.5696,GWh
New Zealand,March 2025,Net Electricity Production,Solar,69.5525,GWh
New Zealand,March 2025,Net Electricity Production,Not Specified,2.2093,GWh
New Zealand,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2635.6737,GWh
New Zealand,March 2025,Distribution Losses,Electricity,235.3343,GWh
New Zealand,March 2025,Final Consumption (Calculated),Electricity,3161.8915,GWh
New Zealand,March 2025,Net Electricity Production,Wind,291.6469,GWh
Norway,March 2025,Net Electricity Production,Electricity,15063.52,GWh
Norway,March 2025,Net Electricity Production,Hydro,13398.2834,GWh
Norway,March 2025,Net Electricity Production,Total Combustible Fuels,163.7543,GWh
Norway,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",9.002,GWh
Norway,March 2025,Net Electricity Production,Oil and Petroleum Products,2.8882,GWh
Norway,March 2025,Net Electricity Production,Combustible Renewables,21.1298,GWh
Norway,March 2025,Net Electricity Production,Other Combustible Non-Renewables,130.7343,GWh
Norway,March 2025,Net Electricity Production,Solar,36.0034,GWh
Norway,March 2025,Net Electricity Production,Not Specified,30.0459,GWh
Norway,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14890.8496,GWh
Norway,March 2025,Total Imports,Electricity,985.085,GWh
Norway,March 2025,Total Exports,Electricity,2952.1218,GWh
Norway,March 2025,Used for pumped storage,Electricity,108.4041,GWh
Norway,March 2025,Distribution Losses,Electricity,795.623,GWh
Norway,March 2025,Final Consumption (Calculated),Electricity,12192.4561,GWh
Norway,March 2025,Net Electricity Production,Wind,1435.4331,GWh
Poland,March 2025,Net Electricity Production,Electricity,14481.3784,GWh
Poland,March 2025,Net Electricity Production,Hydro,211.5684,GWh
Poland,March 2025,Net Electricity Production,Total Combustible Fuels,10228.0179,GWh
Poland,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",7479.2928,GWh
Poland,March 2025,Net Electricity Production,Oil and Petroleum Products,0,GWh
Poland,March 2025,Net Electricity Production,Natural Gas,2018.8645,GWh
Poland,March 2025,Net Electricity Production,Combustible Renewables,684.12,GWh
Poland,March 2025,Net Electricity Production,Other Combustible Non-Renewables,45.7406,GWh
Poland,March 2025,Net Electricity Production,Solar,2048.9909,GWh
Poland,March 2025,Net Electricity Production,Not Specified,4.1667,GWh
Poland,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4933.3139,GWh
Poland,March 2025,Total Imports,Electricity,1164.8606,GWh
Poland,March 2025,Total Exports,Electricity,1287.7203,GWh
Poland,March 2025,Used for pumped storage,Electricity,123.0796,GWh
Poland,March 2025,Distribution Losses,Electricity,741.8282,GWh
Poland,March 2025,Final Consumption (Calculated),Electricity,13493.6108,GWh
Poland,March 2025,Net Electricity Production,Wind,1988.6345,GWh
Portugal,March 2025,Net Electricity Production,Electricity,5429.8598,GWh
Portugal,March 2025,Net Electricity Production,Hydro,2403.7363,GWh
Portugal,March 2025,Net Electricity Production,Total Combustible Fuels,869.5211,GWh
Portugal,March 2025,Net Electricity Production,Oil and Petroleum Products,67.6597,GWh
Portugal,March 2025,Net Electricity Production,Natural Gas,501.6531,GWh
Portugal,March 2025,Net Electricity Production,Combustible Renewables,287.9361,GWh
Portugal,March 2025,Net Electricity Production,Other Combustible Non-Renewables,12.2722,GWh
Portugal,March 2025,Net Electricity Production,Geothermal,15.076,GWh
Portugal,March 2025,Net Electricity Production,Solar,624.981,GWh
Portugal,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4848.2748,GWh
Portugal,March 2025,Total Imports,Electricity,775.8351,GWh
Portugal,March 2025,Total Exports,Electricity,619.4458,GWh
Portugal,March 2025,Used for pumped storage,Electricity,502.7854,GWh
Portugal,March 2025,Distribution Losses,Electricity,446.3815,GWh
Portugal,March 2025,Final Consumption (Calculated),Electricity,4637.0823,GWh
Portugal,March 2025,Net Electricity Production,Wind,1516.5454,GWh
Slovak Republic,March 2025,Net Electricity Production,Electricity,2279.019,GWh
Slovak Republic,March 2025,Net Electricity Production,Nuclear,1505.1287,GWh
Slovak Republic,March 2025,Net Electricity Production,Hydro,208.0866,GWh
Slovak Republic,March 2025,Net Electricity Production,Total Combustible Fuels,494.4621,GWh
Slovak Republic,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",91.6646,GWh
Slovak Republic,March 2025,Net Electricity Production,Oil and Petroleum Products,27.1474,GWh
Slovak Republic,March 2025,Net Electricity Production,Natural Gas,264.6611,GWh
Slovak Republic,March 2025,Net Electricity Production,Combustible Renewables,107.8903,GWh
Slovak Republic,March 2025,Net Electricity Production,Other Combustible Non-Renewables,3.0986,GWh
Slovak Republic,March 2025,Net Electricity Production,Solar,68.3942,GWh
Slovak Republic,March 2025,Net Electricity Production,Not Specified,2.9474,GWh
Slovak Republic,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",384.3711,GWh
Slovak Republic,March 2025,Total Imports,Electricity,1247.7764,GWh
Slovak Republic,March 2025,Total Exports,Electricity,1375.921,GWh
Slovak Republic,March 2025,Used for pumped storage,Electricity,51,GWh
Slovak Republic,March 2025,Distribution Losses,Electricity,134.8456,GWh
Slovak Republic,March 2025,Final Consumption (Calculated),Electricity,1965.0288,GWh
Slovenia,March 2025,Net Electricity Production,Electricity,1454.7903,GWh
Slovenia,March 2025,Net Electricity Production,Nuclear,520.9521,GWh
Slovenia,March 2025,Net Electricity Production,Hydro,413.3823,GWh
Slovenia,March 2025,Net Electricity Production,Total Combustible Fuels,405.3348,GWh
Slovenia,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",294.1867,GWh
Slovenia,March 2025,Net Electricity Production,Oil and Petroleum Products,2.5371,GWh
Slovenia,March 2025,Net Electricity Production,Natural Gas,66.1261,GWh
Slovenia,March 2025,Net Electricity Production,Combustible Renewables,41.7075,GWh
Slovenia,March 2025,Net Electricity Production,Other Combustible Non-Renewables,0.7774,GWh
Slovenia,March 2025,Net Electricity Production,Solar,114.4806,GWh
Slovenia,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",570.2109,GWh
Slovenia,March 2025,Total Imports,Electricity,718.992,GWh
Slovenia,March 2025,Total Exports,Electricity,969.327,GWh
Slovenia,March 2025,Used for pumped storage,Electricity,26.2714,GWh
Slovenia,March 2025,Distribution Losses,Electricity,74.4332,GWh
Slovenia,March 2025,Final Consumption (Calculated),Electricity,1103.7508,GWh
Slovenia,March 2025,Net Electricity Production,Wind,0.6405,GWh
Spain,March 2025,Net Electricity Production,Electricity,25093.9428,GWh
Spain,March 2025,Net Electricity Production,Nuclear,4903.3282,GWh
Spain,March 2025,Net Electricity Production,Hydro,4609.0237,GWh
Spain,March 2025,Net Electricity Production,Total Combustible Fuels,4950.3093,GWh
Spain,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",243.9499,GWh
Spain,March 2025,Net Electricity Production,Oil and Petroleum Products,718.6623,GWh
Spain,March 2025,Net Electricity Production,Natural Gas,3479.0484,GWh
Spain,March 2025,Net Electricity Production,Combustible Renewables,456.4062,GWh
Spain,March 2025,Net Electricity Production,Other Combustible Non-Renewables,52.2425,GWh
Spain,March 2025,Net Electricity Production,Solar,3890.2878,GWh
Spain,March 2025,Net Electricity Production,Other Renewables,0.6607,GWh
Spain,March 2025,Net Electricity Production,Not Specified,18.8878,GWh
Spain,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15677.8236,GWh
Spain,March 2025,Total Imports,Electricity,844.328,GWh
Spain,March 2025,Total Exports,Electricity,2381.111,GWh
Spain,March 2025,Used for pumped storage,Electricity,779.6625,GWh
Spain,March 2025,Distribution Losses,Electricity,2107.6111,GWh
Spain,March 2025,Final Consumption (Calculated),Electricity,20669.8862,GWh
Spain,March 2025,Net Electricity Production,Wind,6721.4452,GWh
Sweden,March 2025,Net Electricity Production,Electricity,16097.5373,GWh
Sweden,March 2025,Net Electricity Production,Nuclear,4676.1514,GWh
Sweden,March 2025,Net Electricity Production,Hydro,5705.4774,GWh
Sweden,March 2025,Net Electricity Production,Total Combustible Fuels,1201.4551,GWh
Sweden,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",32.234,GWh
Sweden,March 2025,Net Electricity Production,Oil and Petroleum Products,24.4852,GWh
Sweden,March 2025,Net Electricity Production,Natural Gas,1.6937,GWh
Sweden,March 2025,Net Electricity Production,Combustible Renewables,1019.6407,GWh
Sweden,March 2025,Net Electricity Production,Other Combustible Non-Renewables,123.4015,GWh
Sweden,March 2025,Net Electricity Production,Solar,324.1272,GWh
Sweden,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11239.5714,GWh
Sweden,March 2025,Total Imports,Electricity,574.5242,GWh
Sweden,March 2025,Total Exports,Electricity,4288.9058,GWh
Sweden,March 2025,Used for pumped storage,Electricity,0.0299,GWh
Sweden,March 2025,Distribution Losses,Electricity,877.023,GWh
Sweden,March 2025,Final Consumption (Calculated),Electricity,11506.1027,GWh
Sweden,March 2025,Net Electricity Production,Wind,4190.3261,GWh
Switzerland,March 2025,Net Electricity Production,Electricity,4963.4765,GWh
Switzerland,March 2025,Net Electricity Production,Nuclear,2180,GWh
Switzerland,March 2025,Net Electricity Production,Hydro,1828,GWh
Switzerland,March 2025,Net Electricity Production,Total Combustible Fuels,298.548,GWh
Switzerland,March 2025,Net Electricity Production,Oil and Petroleum Products,1.4402,GWh
Switzerland,March 2025,Net Electricity Production,Natural Gas,14.865,GWh
Switzerland,March 2025,Net Electricity Production,Combustible Renewables,186.2999,GWh
Switzerland,March 2025,Net Electricity Production,Other Combustible Non-Renewables,95.9428,GWh
Switzerland,March 2025,Net Electricity Production,Solar,646.9555,GWh
Switzerland,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2671.2284,GWh
Switzerland,March 2025,Total Imports,Electricity,2852,GWh
Switzerland,March 2025,Total Exports,Electricity,1885,GWh
Switzerland,March 2025,Used for pumped storage,Electricity,399,GWh
Switzerland,March 2025,Distribution Losses,Electricity,363.9298,GWh
Switzerland,March 2025,Final Consumption (Calculated),Electricity,5167.5467,GWh
Switzerland,March 2025,Net Electricity Production,Wind,9.973,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Electricity,26899.9846,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Hydro,5525.7993,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Total Combustible Fuels,14641.8532,GWh
Republic of Turkiye,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",8701.5813,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Oil and Petroleum Products,72.8515,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Natural Gas,5119.0791,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Combustible Renewables,735.6615,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Other Combustible Non-Renewables,12.6797,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Geothermal,795.5868,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Solar,2350.8398,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Not Specified,105.13,GWh
Republic of Turkiye,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12888.663,GWh
Republic of Turkiye,March 2025,Total Imports,Electricity,78.6258,GWh
Republic of Turkiye,March 2025,Total Exports,Electricity,399.6614,GWh
Republic of Turkiye,March 2025,Distribution Losses,Electricity,2216.3645,GWh
Republic of Turkiye,March 2025,Final Consumption (Calculated),Electricity,24362.5845,GWh
Republic of Turkiye,March 2025,Net Electricity Production,Wind,3480.7755,GWh
United Kingdom,March 2025,Net Electricity Production,Electricity,24047.3876,GWh
United Kingdom,March 2025,Net Electricity Production,Nuclear,2707.0094,GWh
United Kingdom,March 2025,Net Electricity Production,Hydro,591.258,GWh
United Kingdom,March 2025,Net Electricity Production,Total Combustible Fuels,12358.7841,GWh
United Kingdom,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
United Kingdom,March 2025,Net Electricity Production,Oil and Petroleum Products,139.4455,GWh
United Kingdom,March 2025,Net Electricity Production,Natural Gas,8760.8889,GWh
United Kingdom,March 2025,Net Electricity Production,Combustible Renewables,3013.4866,GWh
United Kingdom,March 2025,Net Electricity Production,Other Combustible Non-Renewables,444.9631,GWh
United Kingdom,March 2025,Net Electricity Production,Solar,1571.4777,GWh
United Kingdom,March 2025,Net Electricity Production,Other Renewables,1.0788,GWh
United Kingdom,March 2025,Net Electricity Production,Not Specified,151.1067,GWh
United Kingdom,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11843.9741,GWh
United Kingdom,March 2025,Total Imports,Electricity,4441.9261,GWh
United Kingdom,March 2025,Total Exports,Electricity,1002.6641,GWh
United Kingdom,March 2025,Used for pumped storage,Electricity,207.8941,GWh
United Kingdom,March 2025,Distribution Losses,Electricity,2585.5282,GWh
United Kingdom,March 2025,Final Consumption (Calculated),Electricity,24693.2273,GWh
United Kingdom,March 2025,Net Electricity Production,Wind,6666.6729,GWh
United States,March 2025,Net Electricity Production,Electricity,344742.3536,GWh
United States,March 2025,Net Electricity Production,Nuclear,62498.0503,GWh
United States,March 2025,Net Electricity Production,Hydro,23952.2311,GWh
United States,March 2025,Net Electricity Production,Total Combustible Fuels,176284.5228,GWh
United States,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",51902.1725,GWh
United States,March 2025,Net Electricity Production,Oil and Petroleum Products,2231.2006,GWh
United States,March 2025,Net Electricity Production,Natural Gas,117396.6693,GWh
United States,March 2025,Net Electricity Production,Combustible Renewables,4080.5567,GWh
United States,March 2025,Net Electricity Production,Other Combustible Non-Renewables,673.9237,GWh
United States,March 2025,Net Electricity Production,Geothermal,1460.6483,GWh
United States,March 2025,Net Electricity Production,Solar,29290.4213,GWh
United States,March 2025,Net Electricity Production,Not Specified,832.5577,GWh
United States,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",109207.7795,GWh
United States,March 2025,Total Imports,Electricity,2325.246,GWh
United States,March 2025,Total Exports,Electricity,1579.7638,GWh
United States,March 2025,Used for pumped storage,Electricity,1916.0762,GWh
United States,March 2025,Distribution Losses,Electricity,15576.0046,GWh
United States,March 2025,Final Consumption (Calculated),Electricity,327995.7549,GWh
United States,March 2025,Net Electricity Production,Wind,50423.9222,GWh
OECD Americas,March 2025,Net Electricity Production,Electricity,446517.3537,GWh
OECD Americas,March 2025,Net Electricity Production,Nuclear,70453.0364,GWh
OECD Americas,March 2025,Net Electricity Production,Hydro,66318.3249,GWh
OECD Americas,March 2025,Net Electricity Production,Total Combustible Fuels,213520.0375,GWh
OECD Americas,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",57477.177,GWh
OECD Americas,March 2025,Net Electricity Production,Oil and Petroleum Products,4963.6926,GWh
OECD Americas,March 2025,Net Electricity Production,Natural Gas,144781.7867,GWh
OECD Americas,March 2025,Net Electricity Production,Combustible Renewables,5596.1674,GWh
OECD Americas,March 2025,Net Electricity Production,Other Combustible Non-Renewables,701.2139,GWh
OECD Americas,March 2025,Net Electricity Production,Geothermal,1916.9392,GWh
OECD Americas,March 2025,Net Electricity Production,Solar,34214.117,GWh
OECD Americas,March 2025,Net Electricity Production,Not Specified,1248.2243,GWh
OECD Americas,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",166892.2228,GWh
OECD Americas,March 2025,Total Imports,Electricity,5137.5968,GWh
OECD Americas,March 2025,Total Exports,Electricity,3937.0143,GWh
OECD Americas,March 2025,Used for pumped storage,Electricity,1936.1061,GWh
OECD Americas,March 2025,Distribution Losses,Electricity,23019.3882,GWh
OECD Americas,March 2025,Final Consumption (Calculated),Electricity,422762.4419,GWh
OECD Americas,March 2025,Net Electricity Production,Wind,58846.6743,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Electricity,158914.1178,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Nuclear,25468.3023,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Hydro,9182.3222,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Total Combustible Fuels,99506.6772,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",44514.7018,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Oil and Petroleum Products,2546.4307,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Natural Gas,45021.9281,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Combustible Renewables,5198.9598,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Other Combustible Non-Renewables,2224.6569,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Geothermal,1105.1184,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Solar,16258.5462,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Other Renewables,0.002,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Not Specified,2279.9554,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",36858.1425,GWh
OECD Asia Oceania,March 2025,Used for pumped storage,Electricity,2146.2793,GWh
OECD Asia Oceania,March 2025,Distribution Losses,Electricity,6912.0247,GWh
OECD Asia Oceania,March 2025,Final Consumption (Calculated),Electricity,149855.8137,GWh
OECD Asia Oceania,March 2025,Net Electricity Production,Wind,5113.1941,GWh
OECD Europe,March 2025,Net Electricity Production,Electricity,304932.2592,GWh
OECD Europe,March 2025,Net Electricity Production,Nuclear,57345.9011,GWh
OECD Europe,March 2025,Net Electricity Production,Hydro,50883.0964,GWh
OECD Europe,March 2025,Net Electricity Production,Total Combustible Fuels,109635.4374,GWh
OECD Europe,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",33801.3658,GWh
OECD Europe,March 2025,Net Electricity Production,Oil and Petroleum Products,2764.4495,GWh
OECD Europe,March 2025,Net Electricity Production,Natural Gas,51685.9079,GWh
OECD Europe,March 2025,Net Electricity Production,Combustible Renewables,19061.1157,GWh
OECD Europe,March 2025,Net Electricity Production,Other Combustible Non-Renewables,2322.5986,GWh
OECD Europe,March 2025,Net Electricity Production,Geothermal,1761.5245,GWh
OECD Europe,March 2025,Net Electricity Production,Solar,33614.7253,GWh
OECD Europe,March 2025,Net Electricity Production,Other Renewables,39.5074,GWh
OECD Europe,March 2025,Net Electricity Production,Not Specified,782.7033,GWh
OECD Europe,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",156229.3331,GWh
OECD Europe,March 2025,Total Imports,Electricity,41782.0082,GWh
OECD Europe,March 2025,Total Exports,Electricity,43054.1174,GWh
OECD Europe,March 2025,Used for pumped storage,Electricity,5304.948,GWh
OECD Europe,March 2025,Distribution Losses,Electricity,20698.6159,GWh
OECD Europe,March 2025,Final Consumption (Calculated),Electricity,277656.5861,GWh
OECD Europe,March 2025,Net Electricity Production,Wind,50869.3639,GWh
OECD Total,March 2025,Net Electricity Production,Electricity,910363.7307,GWh
OECD Total,March 2025,Net Electricity Production,Nuclear,153267.2398,GWh
OECD Total,March 2025,Net Electricity Production,Hydro,126383.7434,GWh
OECD Total,March 2025,Net Electricity Production,Total Combustible Fuels,422662.1522,GWh
OECD Total,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",135793.2446,GWh
OECD Total,March 2025,Net Electricity Production,Oil and Petroleum Products,10274.5728,GWh
OECD Total,March 2025,Net Electricity Production,Natural Gas,241489.6227,GWh
OECD Total,March 2025,Net Electricity Production,Combustible Renewables,29856.2428,GWh
OECD Total,March 2025,Net Electricity Production,Other Combustible Non-Renewables,5248.4693,GWh
OECD Total,March 2025,Net Electricity Production,Geothermal,4783.5821,GWh
OECD Total,March 2025,Net Electricity Production,Solar,84087.3884,GWh
OECD Total,March 2025,Net Electricity Production,Other Renewables,39.5094,GWh
OECD Total,March 2025,Net Electricity Production,Not Specified,4310.8831,GWh
OECD Total,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",359979.6985,GWh
OECD Total,March 2025,Total Imports,Electricity,46919.605,GWh
OECD Total,March 2025,Total Exports,Electricity,46991.1317,GWh
OECD Total,March 2025,Used for pumped storage,Electricity,9387.3334,GWh
OECD Total,March 2025,Distribution Losses,Electricity,50630.0289,GWh
OECD Total,March 2025,Final Consumption (Calculated),Electricity,850274.8417,GWh
OECD Total,March 2025,Net Electricity Production,Wind,114829.2323,GWh
IEA Total,March 2025,Net Electricity Production,Electricity,890572.9647,GWh
IEA Total,March 2025,Net Electricity Production,Nuclear,152746.2877,GWh
IEA Total,March 2025,Net Electricity Production,Hydro,116897.0293,GWh
IEA Total,March 2025,Net Electricity Production,Total Combustible Fuels,416995.8641,GWh
IEA Total,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",133718.5117,GWh
IEA Total,March 2025,Net Electricity Production,Oil and Petroleum Products,9730.3473,GWh
IEA Total,March 2025,Net Electricity Production,Natural Gas,239074.2975,GWh
IEA Total,March 2025,Net Electricity Production,Combustible Renewables,29225.0157,GWh
IEA Total,March 2025,Net Electricity Production,Other Combustible Non-Renewables,5247.6919,GWh
IEA Total,March 2025,Net Electricity Production,Geothermal,4156.7944,GWh
IEA Total,March 2025,Net Electricity Production,Solar,81790.6214,GWh
IEA Total,March 2025,Net Electricity Production,Other Renewables,39.5094,GWh
IEA Total,March 2025,Net Electricity Production,Not Specified,4310.8831,GWh
IEA Total,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",345744.9456,GWh
IEA Total,March 2025,Total Imports,Electricity,45871.6444,GWh
IEA Total,March 2025,Total Exports,Electricity,45836.9938,GWh
IEA Total,March 2025,Used for pumped storage,Electricity,9361.062,GWh
IEA Total,March 2025,Distribution Losses,Electricity,49132.306,GWh
IEA Total,March 2025,Final Consumption (Calculated),Electricity,832114.2473,GWh
IEA Total,March 2025,Net Electricity Production,Wind,113635.9753,GWh
Albania,March 2025,Net Electricity Production,Electricity,760.8086,GWh
Albania,March 2025,Net Electricity Production,Hydro,670.8998,GWh
Albania,March 2025,Net Electricity Production,Solar,89.9088,GWh
Albania,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",760.8086,GWh
Albania,March 2025,Total Imports,Electricity,285.3759,GWh
Albania,March 2025,Total Exports,Electricity,243.688,GWh
Albania,March 2025,Distribution Losses,Electricity,138.6727,GWh
Albania,March 2025,Final Consumption (Calculated),Electricity,663.8238,GWh
Argentina,March 2025,Net Electricity Production,Electricity,12268.1012,GWh
Argentina,March 2025,Net Electricity Production,Nuclear,918.9602,GWh
Argentina,March 2025,Net Electricity Production,Hydro,1982.6559,GWh
Argentina,March 2025,Net Electricity Production,Total Combustible Fuels,7557.922,GWh
Argentina,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",66.0221,GWh
Argentina,March 2025,Net Electricity Production,Oil and Petroleum Products,151.8029,GWh
Argentina,March 2025,Net Electricity Production,Natural Gas,7153.492,GWh
Argentina,March 2025,Net Electricity Production,Combustible Renewables,186.605,GWh
Argentina,March 2025,Net Electricity Production,Solar,384.0323,GWh
Argentina,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3977.824,GWh
Argentina,March 2025,Net Electricity Production,Wind,1424.5308,GWh
Brazil,March 2025,Net Electricity Production,Electricity,64951.0862,GWh
Brazil,March 2025,Net Electricity Production,Nuclear,1349.0172,GWh
Brazil,March 2025,Net Electricity Production,Hydro,41545.4503,GWh
Brazil,March 2025,Net Electricity Production,Total Combustible Fuels,6537.4263,GWh
Brazil,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",849.9288,GWh
Brazil,March 2025,Net Electricity Production,Oil and Petroleum Products,668.2171,GWh
Brazil,March 2025,Net Electricity Production,Natural Gas,2726.911,GWh
Brazil,March 2025,Net Electricity Production,Combustible Renewables,2203.1881,GWh
Brazil,March 2025,Net Electricity Production,Other Combustible Non-Renewables,89.1814,GWh
Brazil,March 2025,Net Electricity Production,Solar,7263.1234,GWh
Brazil,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",59267.8308,GWh
Brazil,March 2025,Net Electricity Production,Wind,8256.0689,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Electricity,1483.2384,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Hydro,578.934,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Total Combustible Fuels,765.0681,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",755.9731,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Oil and Petroleum Products,6.3743,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Natural Gas,0,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Combustible Renewables,2.7207,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Solar,62.8422,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",720.8911,GWh
Bosnia and Herzegovina,March 2025,Total Imports,Electricity,326.6842,GWh
Bosnia and Herzegovina,March 2025,Total Exports,Electricity,757.7606,GWh
Bosnia and Herzegovina,March 2025,Used for pumped storage,Electricity,2.5281,GWh
Bosnia and Herzegovina,March 2025,Distribution Losses,Electricity,118.868,GWh
Bosnia and Herzegovina,March 2025,Final Consumption (Calculated),Electricity,930.7659,GWh
Bosnia and Herzegovina,March 2025,Net Electricity Production,Wind,76.3941,GWh
Bulgaria,March 2025,Net Electricity Production,Electricity,3241.2275,GWh
